gene_name,DOR_1,DOR_2,DOR_3,NOR_1,NOR_2,NOR_3
AF111169,0,1,1,1,3,0
YBX2P2,0,0,0,0,0,0
RPL21P7,0,0,0,0,0,0
LINC02303,0,0,0,0,4,0
AL135838,3,0,2,0,0,11
AL121820,2,1,2,0,0,0
COX7A2P1,5,4,4,4,0,0
AC126603,0,8,0,0,24,18
AL049870,1,1,0,0,0,0
AL160006,506,362,520,345,313,222
AL121821,0,7,4,0,0,0
RPL21P5,2,0,2,0,0,0
AL133371,3,0,0,0,0,0
BCL2L2-PABPN1,108,175,179,169,229,46
SYNJ2BP-COX16,8,6,9,34,11,5
HSPE1P2,11,5,17,31,20,15
AL049780,48,67,62,51,20,12
LINC00930,4,42,0,0,4,0
UBE2CP1,6,0,1,0,0,0
SEC23A-AS1,40,26,29,15,28,21
AC005520,177,712,420,237,253,0
AC026495,0,0,0,12,8,0
ARHGAP5-AS1,59,93,50,83,32,15
AL160236,1,1,1,1,1,0
AL139021,0,0,0,0,0,0
TRIM34,605,287,345,495,241,0
HIF1A-AS3,169,179,184,87,132,203
AL132639,0,0,0,0,0,0
LINC01397,0,0,0,0,0,0
AC011448,452,556,791,369,2010,914
AC091544,0,33,0,0,0,0
AC121758,0,7,0,0,0,0
AL132989,60,58,55,22,18,3
BMS1P16,0,1,0,0,0,0
AL359219,0,2,0,0,0,0
LINC01269,0,0,0,0,30,0
AL133368,0,0,0,0,4,0
LINC02319,0,0,0,0,9,0
AC005225,0,0,0,0,0,0
AL357093,0,0,0,0,0,0
LINC00638,6,66,64,96,55,8
AL137786,4,3,21,2,30,16
SRP54-AS1,0,5,7,0,0,0
AC245505,0,0,0,0,4,8
SLC25A21-AS1,12,25,43,76,27,27
AL358334,40,14,18,0,54,24
C20orf141,0,0,0,0,0,0
PRC1-AS1,28,41,41,10,25,30
AL135999,1728,3137,2896,2770,2664,1529
ITPK1-AS1,4,0,0,0,0,0
AL356020,0,0,0,0,7,4
AC025884,0,0,0,3,20,0
LINC02328,4,33,16,15,87,34
AL049873,2,0,3,0,0,0
LINC00637,0,0,0,0,10,0
AL121603,239,314,164,254,196,316
H2AZ2P1,12,16,30,23,34,13
LINC02833,0,4,0,0,0,0
LINC02301,0,0,0,5,0,0
AL132800,83,24,67,34,22,0
AL358334,13,0,7,0,0,0
AL359399,0,1,0,0,0,0
AL110504,2,6,5,3,2,7
AL357093,8,4,13,7,23,0
LINC01579,0,4,4,0,0,4
AL137100,12,2,12,4,0,0
AL049779,6,9,0,4,12,4
AL355076,0,0,0,0,0,0
AC122685,0,0,0,4,0,0
AL356019,22,21,37,30,3,18
RAP1AP,7,4,2,0,2,6
LINC02330,10,6,7,0,0,3
BCAR1P2,0,0,0,0,17,0
NANOGP7,1,0,0,0,0,0
HIF1A-AS1,43,54,43,7,39,14
LINC01568,0,0,0,0,1,10
BMS1P15,0,3,0,3,0,0
AL589743,2,2,1,24,13,69
AL121694,1,0,0,0,0,0
KRT18P6,0,4,0,0,0,0
SEPHS1P2,0,0,0,0,0,0
CKS1BP1,2,0,2,0,4,0
AL162171,17,10,21,21,1,17
AL121594,3266,3002,2358,2656,4821,2744
LINC00520,6,26,0,0,34,7
AL355102,0,3,0,0,0,0
DUX4L27,8,21,7,22,56,4
AC023310,0,0,0,0,0,1
AL355103,18,18,0,0,0,0
ADIPOR1P2,0,0,0,0,0,0
OR11H7,0,3,0,0,0,0
AL359237,10,22,32,33,8,46
AL133371,0,0,0,0,18,0
AL583810,0,11,8,0,0,0
AL442663,58,44,52,29,24,28
RNASE4,226,302,129,246,353,143
LINC02289,3,8,5,16,21,0
AF111167,0,0,0,0,0,0
AL160314,0,0,0,0,0,0
AL122035,76,9,31,8,10,3
LINC01147,0,0,0,11,0,4
AL079304,2,0,0,0,0,0
AC137834,0,45,7,0,1,115
AC103996,0,0,0,0,0,0
DUX4L4,0,0,0,0,0,0
AL133370,0,0,0,0,0,0
MC1R,1273,1339,1056,2347,1997,1967
AL391261,0,0,9,4,0,0
OR7E159P,0,0,0,0,0,1
AL136520,0,0,0,0,0,0
AL359397,0,0,0,0,0,0
AL583722,0,0,0,0,0,0
LINC02296,13,68,56,32,0,0
AL133163,7,8,0,0,0,41
MIR381HG,0,5,0,0,0,0
SETP1,0,0,0,0,0,0
AC008575,2,0,0,0,0,0
LINC01146,0,0,4,0,69,3
EIF4EBP1P1,0,0,2,0,0,0
FDPSP3,2,3,2,0,0,0
AL135818,7,8,0,20,39,96
TGFB3-AS1,0,0,6,0,0,0
AC007040,0,14,12,21,7,5
LINC02321,0,5,0,0,6,0
HIGD1AP17,3,0,3,0,0,0
CEP95,2606,3516,2532,2415,2138,1845
AC005480,15,33,21,20,27,18
AL160236,0,0,1,0,0,0
SETP2,0,0,0,2,0,1
AC104390,0,4,0,0,0,4
SCOCP1,11,1,5,6,2,0
HNRNPCP1,6,8,18,8,7,46
AL157871,3,0,0,0,0,0
AC009779,12,3,6,14,0,3
LINC01956,0,0,0,4,0,0
LINC02316,0,0,0,0,27,3
LINC02691,11,0,29,48,22,0
SPATA31E2P,0,0,0,0,0,0
ZMYND19P1,0,0,2,0,0,0
AL049836,0,0,0,0,0,0
FOXN3-AS1,117,149,123,349,663,524
AC106028,0,0,0,0,0,0
AC002094,0,0,0,0,0,0
NPM1P5,0,0,0,0,2,0
AL355916,674,553,1004,38,57,7
AL358333,0,3,0,0,0,0
AC005230,11,9,8,0,0,0
AL390334,2,0,0,17,0,2
AL096869,3,0,0,0,0,0
AL162311,45,13,40,5,0,20
AL132639,111,88,55,38,67,102
AL358332,3,0,0,0,0,0
AL049871,0,0,0,0,0,0
AC004846,39,63,22,132,267,133
AL049775,19,13,19,0,16,18
TUBB3,2474,3099,1952,2698,6881,4009
KRT18P7,24,34,28,0,4,0
AC107958,0,0,0,0,0,0
LINC00519,0,0,0,0,0,0
AL359317,0,4,0,0,0,0
AL121839,0,0,0,0,0,0
AL137129,2,1,2,0,0,3
GTF3AP2,0,0,0,0,0,0
HMGN1P3,3,1,3,1,1,1
AL049830,0,4,3,0,0,0
AL096870,0,0,0,0,0,0
AC013451,0,4,0,0,0,0
COX5AP2,0,2,0,4,0,0
AL133523,20,5,17,7,0,23
AL162171,14,3,9,10,0,0
UBE2F-SCLY,3,1,0,13,5,182
TMEM179,2,13,4,16,13,0
AL132642,0,0,0,0,0,0
AL135978,3,4,0,0,0,0
AL355916,286,688,306,84,548,0
AL352979,0,0,3,0,0,0
LINC02302,7,0,0,0,0,0
AL355075,7,0,0,43,1,1
AL445363,0,0,0,21,0,0
LINC02285,14,0,0,0,31,20
AC092143,6,0,3,0,0,0
AL049869,3,2,4,4,11,2
MTCYBP27,0,0,0,0,0,0
AL118558,0,0,0,0,0,0
AL442663,11,17,15,14,16,26
AL049872,2,1,0,0,0,2
DNAJC8P1,30,22,19,35,59,14
TVP23C-CDRT4,1359,1293,375,2126,873,761
FPGT-TNNI3K,319,36,136,183,61,98
ENSAP2,35,56,49,37,23,54
AL356804,13,12,14,0,12,34
AL355102,0,3,0,0,0,0
AL161804,0,5,0,0,0,84
BLOC1S5-TXNDC5,0,0,628,0,0,0
MTCO1P2,0,0,0,0,0,0
AL163153,0,0,0,0,0,9
AL392023,0,0,0,0,0,0
AL139317,0,2,0,0,0,4
CHORDC2P,0,0,0,16,0,10
HNRNPUP1,8,6,5,10,8,30
AL157871,1,1,1,3,1,0
DUXAP1,4,6,0,0,0,0
PEBP1P1,0,0,0,0,0,0
ACTN1-AS1,0,0,0,0,3,0
AC005520,9,16,4,42,32,33
AL110118,1,0,8,0,0,0
AL512310,1,0,0,0,0,0
LINC00639,5,4,8,12,91,32
AL355835,0,0,4,0,0,0
FOXN3-AS2,0,2,2,10,0,0
POC1B-GALNT4,655,325,34,0,0,35
AL136501,2,0,8,0,0,0
PTBP1P,0,0,0,0,0,0
AC005476,0,8,2,8,0,2
AC074091,3,0,0,0,0,0
AF111169,63,77,56,24,93,8
AL132639,4,3,6,0,13,33
AL133467,0,0,7,0,14,0
KIAA1143P1,31,27,49,44,10,14
AL137779,9,0,5,15,16,0
SEPTIN7P1,8,3,0,2,0,0
TRAV30,0,0,0,0,0,2
AC013457,0,0,0,0,3,0
SHLD2P2,0,0,10,0,0,0
AC025884,0,0,0,0,12,0
AL157791,17,9,0,7,7,38
SMARCE1P3,2,6,4,12,0,0
AF107885,10,0,0,0,0,0
RPS3AP4,0,0,0,0,0,0
LINC00911,0,0,0,10,0,0
LINC01595,0,0,0,0,0,0
AC004858,0,0,0,0,0,0
NDUFC2-KCTD14,698,387,470,1050,579,524
AL118556,0,0,0,0,0,0
AL049869,4,3,6,0,0,0
AL139022,31,32,7,0,0,0
SMIM6,2,13,5,0,4,1
AL109628,3,0,1,0,5,1
AL161752,0,0,0,0,0,0
LINC00648,14,41,48,9,40,0
AL133371,4,0,0,0,0,0
LINC00924,8,56,16,0,4,34
AL445363,0,0,0,11,0,0
AL109766,1,0,2,0,0,0
AL049780,8,12,17,0,0,0
AC005476,0,23,0,7,20,0
LINC00929,0,0,6,0,0,4
CAP2P1,25,27,10,19,9,33
AC004816,38,55,47,44,14,43
AL591767,0,0,0,0,0,0
ADAM20P1,6,8,8,28,4,8
AL137779,0,0,0,0,0,0
AL096869,41,0,30,0,0,0
AC007375,0,0,0,0,0,0
DDX18P1,0,16,6,0,7,0
GNRHR2P1,265,156,271,94,35,21
AC023024,2368,762,1642,633,477,194
AC018946,0,0,6,7,0,0
AC023906,0,0,0,0,3,2
UBE2CP4,4,0,4,0,0,0
AC114546,4,3,0,0,0,0
AC019254,3,8,9,0,0,27
MRPS15P1,0,0,0,0,0,0
AC025040,0,7,0,0,0,0
AC027237,0,6,0,0,2,0
AC020891,2,7,1,0,0,0
AC021739,2,1,2,0,5,15
HMBOX1-IT1,0,0,0,0,0,0
AC020658,0,0,0,4,8,0
AC022523,3,0,3,0,0,34
AC090971,0,3,2,0,1,0
AC012568,9,6,0,0,16,19
AC073964,0,6,0,0,0,0
PRKXP1,12,27,11,13,8,9
ITGB3,92,527,119,34,317,440
AC004943,9,10,29,0,4,0
AC013356,14,11,17,0,0,0
AC103739,6,15,2,0,14,0
AC012414,0,0,0,0,2,0
AC027237,0,0,0,0,0,0
AC084757,23,16,20,2,4,12
AC084855,11,12,25,0,0,0
AC023905,0,0,0,14,0,0
AC027088,0,0,0,0,0,0
AC009654,0,0,0,8,0,0
SLC35G6,0,4,5,0,0,0
LINC02345,0,0,0,22,2,0
HNRNPA1P62,0,0,8,0,0,2
LINC02323,4,0,0,22,4,81
AC105129,2,1,2,0,0,0
ANKRD34C-AS1,0,0,0,0,0,14
AC066612,0,0,0,28,0,0
GOLGA8VP,26,13,3,22,4,2
AC092755,10,0,9,0,6,0
AC021755,0,0,0,0,0,0
MIR4713HG,0,0,0,0,0,0
AC002306,0,0,0,0,6,0
AC048382,166,185,313,24,14,3
LINC02853,0,0,0,1,0,20
USP3-AS1,235,144,650,49,36,113
AC018904,86,70,44,232,159,140
AC104590,0,4,0,28,12,20
AC037479,0,4,0,0,0,0
NDUFA3P4,0,0,0,0,0,9
AC027088,0,2,0,0,0,0
LINC02622,0,8,26,0,0,0
AC109630,0,0,0,0,12,0
ANKRD62P1,0,0,0,0,0,0
AC087477,72,84,62,30,12,25
AC087286,1,1,1,0,3,0
AC087878,0,0,0,9,2,12
AC018563,0,0,0,0,0,0
AC025431,3,7,9,4,0,0
AC087639,0,0,0,0,0,0
AC010809,88,86,120,144,42,78
ZNF710-AS1,83,108,115,66,57,70
AC005096,0,0,0,6,0,24
CSPG4P12,270,275,307,167,110,105
AC061965,0,2,2,0,0,18
AC048382,1,0,1,0,0,0
AC090888,0,0,0,0,0,0
ZHX1-C8orf76,117,68,119,293,158,173
AC020891,0,0,0,0,0,0
PLCB2-AS1,0,0,0,0,0,0
AC024270,12,0,2,0,0,2
AC103739,18,12,14,0,0,0
ACTG1P17,29,11,17,12,51,0
AC087632,13,1,1,3,0,0
AL356801,6,4,17,3,10,0
AF111167,41,31,40,38,67,36
AL136295,54,54,16,96,62,38
AC090607,9,9,0,0,0,8
AC116158,24,15,10,0,0,4
INAFM2,300,659,255,330,667,245
ST20-MTHFS,21,70,64,521,245,185
HNRNPMP1,0,0,0,0,0,0
AC021231,0,7,12,0,0,0
H3P39,0,0,0,0,0,0
TGIF1P1,0,0,0,0,0,0
AC015660,40,11,2,0,18,36
AC025580,0,11,0,0,29,12
TMC3-AS1,4,2,11,4,0,3
AC013652,44,58,15,4,17,30
AC105129,0,0,2,0,0,0
AC087482,12,19,22,24,11,13
AC011921,14,44,13,44,7,1
AC015914,0,11,0,0,0,0
AC090515,46,78,72,43,22,8
AC025580,13,7,0,0,12,44
AL590133,30,76,86,460,189,106
AC026951,4,0,0,0,0,0
AC009558,7,0,0,0,0,0
AC046168,0,4,4,0,0,0
AC090825,643,466,251,353,173,156
AC013356,0,0,0,0,0,0
AC108449,197,221,276,73,129,77
AC087286,23,13,4,0,0,0
AC103740,6,27,7,0,0,0
AL136295,1,4,0,20,7,7
NDUFB4P11,0,3,0,0,0,0
AC087286,0,0,1,0,0,0
AC090907,0,5,6,9,0,7
DCAF13P3,8,8,4,12,2,0
MTND5P32,0,0,0,0,6,4
AC087473,0,0,0,0,0,24
AC090695,0,2,11,0,0,0
GH1,3,4,0,0,4,0
AC025040,0,6,8,0,2,0
AC090877,0,1,0,3,0,0
AC087516,4,2,0,0,0,0
AC021231,13,18,15,12,22,4
AC090970,0,4,2,0,9,11
TGIF2-RAB5IF,15,3,4,11,17,0
AC090515,3,0,0,0,0,0
EFL1P1,3,0,7,0,0,0
ISCA1P4,1,0,0,2,0,0
AC021739,119,66,237,13,7,29
AC010809,254,244,228,64,53,102
AC009292,2,8,4,1,10,1
HNRNPA1P45,0,0,0,0,0,0
AC242376,16,8,14,18,6,17
LINC02883,0,5,0,0,0,0
CTXND1,16,41,69,21,48,38
AC091117,1,6,0,0,0,0
HNRNPCP3,0,2,0,0,0,14
AC046168,0,4,0,0,0,0
AL022318,0,0,0,0,0,0
AC091100,9,7,9,16,0,30
AC113146,0,4,0,0,0,0
IRAIN,57,24,41,22,23,30
AC011767,0,0,0,0,0,0
AC027237,472,179,223,262,278,130
UBE2Q2P2,171,119,249,12,22,11
THTPA,958,1514,1626,1206,760,453
AC023908,1,2,2,0,0,0
AC051619,0,2,0,0,0,0
AC010247,0,4,0,0,40,0
MAPK6-DT,2,11,6,2,14,22
LINC01833,0,0,0,4,0,13
NPM1P43,2,0,0,0,0,0
AC013652,0,0,0,0,0,0
LINC02352,37,72,37,30,40,11
NIFKP8,0,0,4,0,0,0
AC009269,0,0,4,0,0,6
AC087286,2,3,2,2,0,0
ADNP-AS1,138,149,99,143,65,69
AC078909,8,2,3,0,14,0
ANP32BP3,0,0,0,0,7,23
CPEB1-AS1,5,0,5,0,4,36
NPM1P47,0,0,0,0,0,0
NDUFAF4P1,6,7,0,0,4,0
LINC02205,0,0,0,0,0,0
AC027228,0,0,0,2,0,0
AC036108,61,38,93,12,0,0
AC018904,0,0,0,0,2,15
SORD2P,2544,2502,1886,4164,1813,2296
AC012404,3,2,0,4,8,0
AL355073,11,0,6,0,0,0
LINC02253,1,4,0,0,0,0
AC023355,55,103,31,41,44,57
KRT18P47,0,0,0,13,0,0
AC023968,0,0,0,0,0,4
MRPL46,891,725,793,2765,1368,1694
AC016705,21,8,32,30,0,0
TPM1-AS,17,44,13,0,25,0
KRT8P24,0,0,0,0,0,0
AL132640,0,8,11,17,16,0
AC048383,0,0,0,0,0,3
AC026992,0,0,0,19,0,0
UBE2Q2L,58,15,36,63,31,83
HNRNPA1P5,0,0,0,1,9,0
CYCSP38,2,0,3,0,0,23
AL117209,146,135,133,0,63,28
ANP32AP1,0,11,6,7,7,0
LINC01583,18,0,12,0,26,3
AC051619,21,5,0,0,10,41
INO80-AS1,12,17,9,0,0,0
AL136295,3201,2282,3520,1696,1839,2842
AC022613,163,129,175,105,190,108
GCSHP2,0,0,0,0,0,12
AC068397,0,1,0,0,0,5
AL136295,1288,781,2233,1564,1593,431
AC022306,12,21,15,10,2,7
AC091045,8,0,2,14,0,0
UBE2Q2P11,0,4,11,0,0,0
AC051619,22,5,0,13,67,6
AC027020,0,0,0,0,0,0
AC087477,0,1,0,0,0,0
AC021739,21,5,28,0,2,3
AC027808,7,2,3,13,0,0
AC048382,4,6,5,0,0,10
AC140725,0,0,0,0,16,0
AC084882,0,0,0,0,0,0
AC090971,0,14,15,0,0,21
HMGN1P26,2,0,0,0,0,0
AC090607,49,48,61,41,26,24
AC025430,0,2,0,0,0,0
KRT8P23,0,0,0,1,17,0
AC243562,0,33,72,7,14,10
LINC01491,0,0,11,0,0,0
CERNA1,9,26,14,152,14,38
TYRO3P,8,10,12,0,0,28
AC026523,0,0,0,0,0,0
AC015712,289,794,279,6,21,3
AC021755,6,11,0,0,0,0
RBM17P4,0,0,0,0,0,10
AC015712,0,0,0,2,0,0
AC114546,0,0,0,0,0,0
AC073167,0,0,0,0,0,0
LINC02244,0,4,0,0,0,0
AC022898,0,0,2,9,9,0
PRELID1P4,41,26,24,10,20,0
AC025043,5,0,0,0,0,0
AC116158,0,0,0,0,0,8
AC066616,0,0,0,0,1,0
AC091073,0,2,0,0,0,0
AC074212,58,52,66,161,112,124
AC108449,0,0,0,0,0,0
LINC01582,0,0,0,0,0,0
EEF1A1P22,7,0,0,2,0,0
AC020661,0,0,7,0,0,0
AC016987,0,0,0,0,0,2
AC069029,0,4,7,3,0,0
AC125257,534,669,292,541,274,121
MTND3P12,0,0,0,0,7,0
AC007000,7,0,4,0,0,0
AC104046,0,7,19,31,13,20
AC090971,4,4,0,0,0,0
UBE2Q2P8,1,2,0,1,1,0
AC100830,61,37,38,59,37,0
DNM1P38,0,0,1,0,0,0
AC021351,0,0,0,0,0,0
ST20-AS1,467,441,506,553,327,398
AC022613,35,35,82,17,8,0
AC027237,2,7,13,7,6,0
AL132640,9,7,8,21,0,0
AC027808,0,2,4,0,11,0
MTCO3P23,0,0,0,0,0,0
AC090181,0,1,0,0,0,0
AC115102,0,0,0,0,8,40
AC013452,0,21,9,0,0,4
PIGHP1,53,64,38,21,37,18
AC027559,85,103,59,99,135,190
AC009996,9,15,24,17,34,14
DNM1P47,204,114,115,46,68,78
AC010478,2,0,0,0,0,0
LINC02254,0,3,4,0,0,0
AC021231,0,0,0,9,2,6
AC066613,72,147,88,269,100,261
AC084759,0,0,0,0,0,12
MTCYBP23,0,2,0,0,7,0
IQCH-AS1,191,233,216,222,171,36
AC092868,0,0,0,5,2,9
AC103982,53,46,18,18,0,5
AC027176,4,4,16,6,0,0
AC066613,0,24,0,0,0,0
AC090527,0,0,0,0,0,0
AC091231,0,0,0,0,0,0
AC243562,224,127,256,39,15,45
IDH2-DT,0,2,0,0,0,0
LINC01220,46,42,89,77,50,81
AC107980,2,4,0,0,0,0
AC104041,0,0,0,0,9,0
AC136698,8,4,2,0,2,0
AC090164,0,0,0,0,0,0
AC104759,0,0,2,0,0,0
HMGB1P8,1,0,0,0,0,0
AC124248,0,0,0,0,29,0
AC084757,44,28,26,16,24,12
HSP90B2P,102,96,92,161,136,108
AC105339,0,0,0,1,0,1
AC023906,0,13,4,0,0,0
NUTF2P6,6,2,0,23,6,20
AC106738,4,8,3,0,0,0
AC023906,103,81,136,0,0,0
AC022087,0,0,1,0,0,0
LINC02284,26,20,47,5,39,11
AC009562,0,0,0,0,0,0
AC090877,6,16,5,0,0,12
AL354993,3,0,0,9,0,5
AC106738,0,0,4,0,0,0
CSPG4P11,153,127,121,20,42,27
LINC00933,11,42,14,4,40,1
AC092757,204,172,225,12,13,73
AC092868,3,0,0,0,0,6
CRTC3-AS1,4,6,7,0,0,0
ZNF444P1,41,33,48,27,27,7
AC009269,16,9,15,44,38,41
HSPE1P3,0,10,6,6,5,12
NCAPGP2,0,9,0,42,16,0
NSA2P4,0,0,2,0,0,0
AC018868,16,0,20,0,0,0
AC068234,0,20,0,0,0,0
AC090907,0,5,0,0,0,0
AC007907,0,0,0,0,7,7
AC015660,3,0,0,0,0,0
AC021739,3,0,0,0,0,0
PCSK6-AS1,0,0,12,11,0,0
AC022558,4,5,3,0,0,0
AC004943,235,244,257,229,161,54
AC015871,0,0,0,3,1,3
AC092756,7,3,3,19,21,20
AC012236,17,11,21,0,0,0
AC012100,3,3,0,0,0,0
AC243562,26,15,19,0,4,0
AL138976,128,73,79,44,157,240
AC093426,0,0,0,0,16,4
LINC01922,0,0,0,0,0,0
AC009065,1,2,0,0,0,0
HMGB1P6,363,398,404,647,717,755
AC008915,2,2,3,0,6,0
LINC02259,22,20,6,0,0,0
AC093525,3,0,0,0,0,0
LINC02109,0,0,0,0,0,0
AL596325,0,0,0,0,0,0
AL096869,0,4,0,0,0,0
ANP32BP1,14,33,21,41,24,70
AC104758,0,0,0,0,12,0
AC013726,2,0,0,3,14,0
AC138625,1,2,3,7,3,5
AC012640,61,89,27,217,134,82
SLC22A31,28,3,10,70,34,69
AC027682,4,0,6,0,4,18
AC009093,29,36,38,12,12,68
AC002519,12,0,0,0,0,0
AC102941,0,4,0,0,0,0
AC087565,0,0,0,0,0,0
AL606760,0,0,0,0,6,0
AC083843,303,369,314,211,72,145
LYPD8,0,0,4,0,0,20
AC072061,75,57,82,80,92,149
AL355596,8,2,8,0,1,0
LINC00567,4,0,0,4,4,0
CYP4A26P,0,0,0,0,0,0
AL365361,117,135,52,12,159,0
ELOCP2,45,27,49,0,49,63
Z97653,0,0,0,3,0,11
AC007610,0,0,0,0,0,0
HERC2P10,17,15,41,15,2,0
AC092131,4,0,0,0,0,0
LINC02126,0,21,0,0,0,0
AC097374,14,0,24,45,8,0
VENTXP1,0,0,0,0,0,0
AP005233,0,0,0,0,0,0
RAB43P1,113,111,175,71,49,33
SH3RF3-AS1,15,44,0,0,8,0
AL390728,437,574,325,568,923,497
AC007599,0,0,0,0,0,0
AC105411,8,4,8,0,27,0
AL163952,20,17,23,9,4,4
AL022344,0,0,0,8,0,18
AC024651,0,0,0,0,8,0
AC130456,0,0,2,4,0,0
AC034105,0,0,0,0,0,0
AC010333,9,0,7,16,0,0
AC009113,105,75,154,232,97,0
AC092384,3,0,0,0,0,0
EHD4-AS1,9,21,12,29,0,0
NR4A1AS,118,247,180,547,388,166
FIGNL2-DT,0,0,0,0,0,0
DNM1P50,0,0,0,0,0,0
AC107375,107,82,62,98,110,142
AC027139,2,0,2,0,4,0
AC106820,8,0,0,0,15,0
FRG2JP,0,0,0,0,0,2
AC010333,4,2,1,0,0,0
AC026464,0,0,0,0,0,0
PWRN1,310,44,132,153,353,248
AC004817,0,0,0,0,11,0
AC120498,0,0,0,0,0,0
AC017071,18,24,4,36,0,4
AL845331,0,0,0,0,0,0
HNRNPLP2,357,366,423,477,443,172
NDUFA5P11,10,12,10,8,4,28
AC007938,17,4,10,0,0,0
AC022819,8,22,16,29,12,0
AC023825,4,6,0,0,32,0
AC026461,0,0,0,0,0,4
AC011939,16,16,12,30,42,29
AC007342,0,4,6,0,0,0
AC105036,0,2,2,0,0,16
AC051619,0,0,1,0,2,0
AC009065,4,13,12,32,0,5
AC009754,27,8,17,1,7,0
AC022167,0,1,0,0,0,0
AC109449,20,35,37,21,33,35
AC084782,0,0,0,0,0,21
AL050341,167,92,116,198,123,44
CDRT7,0,0,0,0,16,0
BX005019,0,0,22,12,44,0
AC034105,1,0,0,0,0,0
AC009133,0,0,0,0,0,0
AL138756,1450,1384,1309,957,702,799
IL21R-AS1,0,0,5,0,105,16
RBM15B,7225,7339,6609,7037,6502,4361
AC107068,355,219,271,154,16,56
THSD4-AS1,0,19,0,0,0,0
AC087761,0,4,8,0,0,0
AC093283,6,3,20,0,0,0
AL049838,34,25,18,6,19,7
AC099668,2,3,0,0,2,2
AC009120,435,484,480,668,551,272
LINC00261,0,0,0,0,4,8
AC093010,3441,2715,4573,1622,808,858
AL121578,16,0,5,0,15,0
CDC37P1,0,8,7,4,0,0
AL928711,6,0,0,0,0,0
AC017100,23,32,15,18,25,12
DUX4L46,0,0,0,4,0,0
AC025287,1,0,0,0,0,0
AC135731,2,0,0,0,2,2
AL353796,104,142,130,97,98,19
AL133279,0,0,0,0,0,0
AC009054,0,0,3,0,0,9
AL133338,450,403,423,416,450,185
TGFBR3L,0,30,10,81,51,94
AC018767,0,0,0,0,0,0
AC027601,81,165,171,179,401,99
AC107871,164,210,228,48,623,139
AP001527,4,0,1,0,0,0
ZNF720P1,0,0,2,0,0,0
AC132938,0,0,0,0,12,0
AC007494,4,2,4,0,0,0
AC138811,2,0,3,8,12,13
AC040169,34,44,32,76,211,127
AC098934,4,0,4,0,0,0
AL031716,7,16,11,14,23,3
CRIM1-DT,1,9,5,15,20,23
HOXB7,8,32,0,12,23,4
AC076968,0,0,3,0,0,0
RPL10P14,0,0,0,10,0,0
NORAD,19642,15511,18023,6937,5847,3537
AC023813,0,4,0,4,0,0
LCMT1-AS2,191,75,125,35,28,21
AC051619,0,0,0,0,0,0
AC013355,0,0,4,0,0,0
AC104938,29,22,37,0,0,0
AC009090,8,13,13,15,15,20
AC025810,0,0,0,0,4,0
AL162632,0,8,0,0,0,2
BCAP31P2,0,0,0,0,0,0
AL031600,92,132,141,27,22,0
AC023813,0,0,0,0,5,0
ABCB10P4,6,0,2,4,0,0
AC092620,0,14,0,0,23,30
AC009088,14,16,20,98,251,268
GOLGA2P11,0,0,0,4,0,0
AL512408,23,81,86,58,63,121
AC092332,0,0,0,0,0,0
AC112176,0,2,2,0,0,0
AC009101,0,0,1,0,0,0
AC006960,0,0,0,2,10,0
NSFP1,715,457,619,116,115,85
AC104794,259,239,184,329,346,281
AC007342,0,17,0,16,74,0
AF274858,0,8,0,69,13,19
AC106886,4,9,0,7,27,51
MIR762HG,25,68,27,65,42,24
AC126773,0,9,0,9,19,15
AC007611,9,0,10,7,4,46
PCMTD1P2,0,0,0,0,0,0
DDX59-AS1,0,8,0,14,0,0
ADAM3B,0,0,0,6,0,0
AC093752,0,0,0,0,0,0
AC009163,61,0,0,0,0,0
AC034111,0,4,0,0,0,0
AC106820,0,2,0,18,0,2
DNM1P33,0,0,0,0,0,0
SPDYE6,44,94,131,28,47,64
AL512604,0,0,0,0,0,0
AC008074,31,40,31,8,79,30
AC012435,10,0,11,0,13,0
AC068338,0,0,0,0,0,12
AOC4P,495,366,514,280,249,291
AC026464,2,1,1,1,1,1
AC008567,0,0,0,0,0,0
AL157700,145,54,97,95,54,96
AC104066,0,0,4,11,8,18
AC138028,190,253,365,38,17,41
AC068987,0,0,0,0,0,0
AGBL1-AS1,0,0,0,0,0,4
AC136431,0,0,0,0,0,12
ULK4P2,12,8,1,9,14,0
AL032819,0,0,0,0,0,0
MMP2-AS1,12,87,26,20,0,21
AC008915,21,26,29,77,116,51
AL132657,0,0,5,0,0,0
CSPG4P13,0,7,0,0,0,0
AC145350,0,2,0,8,10,4
AC100827,64,78,41,120,123,107
AC023825,10,16,22,24,33,10
AC009090,0,2,0,0,0,0
LINC02673,0,0,8,0,0,0
AC113208,9,0,2,0,0,0
AC020763,0,0,0,0,0,0
AC091304,0,0,0,0,0,0
AC011468,4,20,6,15,12,5
MTCYBP28,2,0,0,0,0,0
AC012508,64,37,44,4,135,80
AC105036,4,0,1,3,2,1
AC134312,0,0,0,0,0,0
AC090527,0,0,1,0,0,0
LINC01413,0,0,3,0,0,0
AC111152,0,0,0,8,3,0
AC141586,128,119,125,231,94,39
AC126696,0,0,0,0,18,0
AL162741,20,5,20,37,44,24
LINC02137,12,0,0,23,0,0
AC002464,0,4,0,0,6,8
AL807752,25,68,16,62,44,89
LINC02240,2,0,0,0,3,0
LINC02846,4,40,4,26,57,52
AC007496,0,3,0,0,0,0
